experiment_name,dataset_variant,train_loss,validation_loss,train_script,model_path,config
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.384354115,5.488477874,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,6.712841988,6.766595554,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.700777531,3.775626063,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,7.224514961,7.276810861,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,7.344377518,7.373801017,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.75e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00075;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.415859222,3.580231178,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.761400223,5.822290301,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,7.412373066,7.446197534,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.792570829,3.864565086,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,6.322803497,6.454048824,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,16.39128494,16.41892214,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.5e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.0005;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.681818724,3.850622094,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,6.262448311,6.362728,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,8.291753769,8.369404912,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,4.217795372,4.293453479,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_4k_vocab_4096_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,8.376829147,8.478680563,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_8k_vocab_8192_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,12.51877117,12.49719539,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T085338Z-3943_arch_20m_dataset_42m_tokenizer_16k_vocab_16384_lr_0.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=8;EMBED_DIM=384;ATTN_HEADS=6;FFN_DIM=1024;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00025;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.28620553,3.439056671,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.137439251,5.228872228,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1.25e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,6.911275864,6.948000264,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1.25e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,3.536169052,3.609912157,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,5.523771286,5.599985409,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1.25e-3_batch_16_dropout_0.0_weight_decay_0.0,42m,7.126637459,7.132148218,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_16k_vocab_16384_lr_1.25e-3_batch_16_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=16384;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.00125;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=16;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=16k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,3.282715797,3.434304309,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_4k_vocab_4096_lr_1e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=4096;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.001;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=4k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1e-3_batch_8_dropout_0.0_weight_decay_0.0,42m,5.165388107,5.244861269,pretrain_base.py,/home/samuele/Desktop/pavullmo/models/sweep_20260813T094702Z-11515_arch_35m_dataset_42m_tokenizer_8k_vocab_8192_lr_1e-3_batch_8_dropout_0.0_weight_decay_0.0.pt,VOCAB_SIZE=8192;N_BLOCKS=11;EMBED_DIM=448;ATTN_HEADS=7;FFN_DIM=1216;SEQ_LEN=1024;ROPE_BASE=10000.0;LR=0.001;MIN_LR=0.0;ADAM_BETA1=0.9;ADAM_BETA2=0.95;ADAM_EPS=1e-08;WARMUP_STEPS=10;BATCH_SIZE=8;GRAD_ACCUM_STEPS=1;EPOCHS=1;MAX_STEPS=0;DROPOUT=0.0;WEIGHT_DECAY=0.0;MAX_GRAD_NORM=1.0;SEED=42;DATASET_PREFIX=8k;DATASET_VARIANT=42m;VALIDATION_INTERVAL=100;VALIDATION_STEPS=20;COMPILE_MODEL=True;COMPILE_MODE=default
