tag,step,wall_time,value
train/gradient_norm,12326,1789376912.4970279,0.16982880234718323
train/gradient_norm,12327,1789376912.7438972,0.1523965299129486
train/gradient_norm,12328,1789376912.9747221,0.1628711074590683
train/gradient_norm,12329,1789376913.2155402,0.17003190517425537
train/gradient_norm,12330,1789376913.7899344,0.1720707267522812
train/gradient_norm,12331,1789376914.0334895,0.16624176502227783
train/gradient_norm,12332,1789376914.265249,0.15532690286636353
train/gradient_norm,12333,1789376914.4948227,0.15574432909488678
train/gradient_norm,12334,1789376914.738369,0.15760250389575958
train/gradient_norm,12335,1789376914.991058,0.15351378917694092
train/gradient_norm,12336,1789376915.2272134,0.15930552780628204
train/gradient_norm,12337,1789376915.457692,0.1489841341972351
train/gradient_norm,12338,1789376915.6990345,0.1490829437971115
train/gradient_norm,12339,1789376915.9345758,0.1485239714384079
train/gradient_norm,12340,1789376916.1688187,0.15457503497600555
train/gradient_norm,12341,1789376916.4065287,0.15638844668865204
train/gradient_norm,12342,1789376916.6358948,0.15693269670009613
train/gradient_norm,12343,1789376916.8644638,0.1567840278148651
train/gradient_norm,12344,1789376917.0909224,0.152964785695076
train/gradient_norm,12345,1789376917.3225105,0.16027900576591492
train/gradient_norm,12346,1789376917.5572462,0.18027326464653015
train/gradient_norm,12347,1789376917.7917445,0.17690441012382507
train/gradient_norm,12348,1789376918.0266278,0.1810373067855835
train/gradient_norm,12349,1789376918.257353,0.17132744193077087
train/gradient_norm,12350,1789376918.4907196,0.16968238353729248
train/gradient_norm,12351,1789376918.7246797,0.1552889049053192
train/gradient_norm,12352,1789376918.953358,0.16894717514514923
train/gradient_norm,12353,1789376919.1824598,0.1538943499326706
train/gradient_norm,12354,1789376919.4125333,0.15880751609802246
train/gradient_norm,12355,1789376919.643673,0.16536276042461395
train/gradient_norm,12356,1789376919.8780239,0.1547020822763443
train/gradient_norm,12357,1789376920.1101854,0.14888329803943634
train/gradient_norm,12358,1789376920.3428023,0.15206867456436157
train/gradient_norm,12359,1789376920.572254,0.16692402958869934
train/gradient_norm,12360,1789376921.129332,0.16488215327262878
train/gradient_norm,12361,1789376921.3692977,0.16350656747817993
train/gradient_norm,12362,1789376921.5961041,0.15491324663162231
train/gradient_norm,12363,1789376921.8301976,0.16755028069019318
train/gradient_norm,12364,1789376922.0624738,0.16827717423439026
train/gradient_norm,12365,1789376922.292148,0.14994192123413086
train/gradient_norm,12366,1789376922.5237432,0.18205732107162476
train/gradient_norm,12367,1789376922.7576206,0.16130554676055908
train/gradient_norm,12368,1789376923.4229238,0.15371111035346985
train/gradient_norm,12369,1789376923.6578138,0.15760821104049683
train/gradient_norm,12370,1789376923.8894362,0.15899987518787384
train/gradient_norm,12371,1789376924.1218736,0.1528003066778183
train/gradient_norm,12372,1789376924.3502142,0.15423810482025146
train/gradient_norm,12373,1789376924.582306,0.1468021124601364
train/gradient_norm,12374,1789376924.8116302,0.15829619765281677
train/gradient_norm,12375,1789376925.0406659,0.15790188312530518
train/gradient_norm,12376,1789376925.269027,0.20356157422065735
train/gradient_norm,12377,1789376925.4986596,0.16340088844299316
train/gradient_norm,12378,1789376925.7276962,0.16953463852405548
train/gradient_norm,12379,1789376925.9610293,0.16155919432640076
train/gradient_norm,12380,1789376926.188042,0.16807997226715088
train/gradient_norm,12381,1789376926.4177065,0.20351703464984894
train/gradient_norm,12382,1789376926.6446092,0.17406389117240906
train/gradient_norm,12383,1789376926.8740094,0.15341009199619293
train/gradient_norm,12384,1789376927.0999937,0.16771887242794037
train/gradient_norm,12385,1789376927.3300807,0.15292982757091522
train/gradient_norm,12386,1789376927.5595362,0.16051851212978363
train/gradient_norm,12387,1789376927.7883918,0.15081998705863953
train/gradient_norm,12388,1789376928.0160148,0.16652491688728333
train/gradient_norm,12389,1789376928.246086,0.179839089512825
train/gradient_norm,12390,1789376928.8089187,0.15438026189804077
train/gradient_norm,12391,1789376929.051082,0.16066329181194305
train/gradient_norm,12392,1789376929.2839816,0.17110368609428406
train/gradient_norm,12393,1789376929.5161805,0.19053532183170319
train/gradient_norm,12394,1789376929.746185,0.15002015233039856
train/gradient_norm,12395,1789376929.9738634,0.15589463710784912
train/gradient_norm,12396,1789376930.2051768,0.155801922082901
train/gradient_norm,12397,1789376930.4374814,0.16485413908958435
train/gradient_norm,12398,1789376930.6704743,0.15505246818065643
train/gradient_norm,12399,1789376930.8990874,0.16726113855838776
train/gradient_norm,12400,1789376931.132392,0.17953966557979584
train/gradient_norm,12401,1789376931.362721,0.15222784876823425
train/gradient_norm,12402,1789376931.593126,0.17022524774074554
train/gradient_norm,12403,1789376931.8248463,0.15625330805778503
train/gradient_norm,12404,1789376932.0561914,0.17103537917137146
train/gradient_norm,12405,1789376932.289692,0.16438594460487366
train/gradient_norm,12406,1789376932.5199296,0.15185967087745667
train/gradient_norm,12407,1789376932.7525108,0.16554966568946838
train/gradient_norm,12408,1789376932.9836063,0.17377544939517975
train/gradient_norm,12409,1789376933.213235,0.1536642163991928
train/gradient_norm,12410,1789376933.446565,0.16015547513961792
train/gradient_norm,12411,1789376933.6775753,0.160430446267128
train/gradient_norm,12412,1789376933.906654,0.17963121831417084
train/gradient_norm,12413,1789376934.1366754,0.16787606477737427
train/gradient_norm,12414,1789376934.3667362,0.15099772810935974
train/gradient_norm,12415,1789376934.6068728,0.15335440635681152
train/gradient_norm,12416,1789376934.8382144,0.15443575382232666
train/gradient_norm,12417,1789376935.0683162,0.15196552872657776
train/gradient_norm,12418,1789376935.2980893,0.161088228225708
train/gradient_norm,12419,1789376935.5313392,0.15535570681095123
train/gradient_norm,12420,1789376936.1057694,0.16199342906475067
train/gradient_norm,12421,1789376936.3449407,0.1656145453453064
train/gradient_norm,12422,1789376936.574035,0.15322622656822205
train/gradient_norm,12423,1789376936.8057787,0.15763463079929352
train/gradient_norm,12424,1789376937.0365396,0.158641055226326
train/gradient_norm,12425,1789376937.2667701,0.146540567278862
train/gradient_norm,12426,1789376937.498505,0.1599506288766861
train/gradient_norm,12427,1789376937.729159,0.17628827691078186
train/gradient_norm,12428,1789376937.96243,0.15867388248443604
train/gradient_norm,12429,1789376938.1942556,0.16522961854934692
train/gradient_norm,12430,1789376938.4269617,0.16039270162582397
train/gradient_norm,12431,1789376938.6649182,0.16674381494522095
train/gradient_norm,12432,1789376938.8985205,0.1547279804944992
train/gradient_norm,12433,1789376939.132143,0.15778760612010956
train/gradient_norm,12434,1789376939.3695793,0.16463147103786469
train/gradient_norm,12435,1789376939.600098,0.15420730412006378
train/gradient_norm,12436,1789376939.8293073,0.15593303740024567
train/gradient_norm,12437,1789376940.0672715,0.15517982840538025
train/gradient_norm,12438,1789376940.299128,0.1905856877565384
train/gradient_norm,12439,1789376940.5314388,0.15575912594795227
train/gradient_norm,12440,1789376940.7645476,0.15883000195026398
train/gradient_norm,12441,1789376940.9949791,0.1789775937795639
train/gradient_norm,12442,1789376941.225191,0.15618282556533813
train/gradient_norm,12443,1789376941.4551308,0.17718097567558289
train/gradient_norm,12444,1789376941.6860118,0.15515455603599548
train/gradient_norm,12445,1789376941.9167845,0.16111430525779724
train/gradient_norm,12446,1789376942.147081,0.1733722984790802
train/gradient_norm,12447,1789376942.376429,0.1591840535402298
train/gradient_norm,12448,1789376942.6061304,0.1575479507446289
train/gradient_norm,12449,1789376942.8333685,0.16648568212985992
train/gradient_norm,12450,1789376943.3730276,0.17963501811027527
train/gradient_norm,12451,1789376943.6108553,0.18059422075748444
train/gradient_norm,12452,1789376943.8407104,0.1540595293045044
train/gradient_norm,12453,1789376944.0712223,0.1659616380929947
train/gradient_norm,12454,1789376944.2995336,0.16557079553604126
train/gradient_norm,12455,1789376944.5293279,0.15393967926502228
train/gradient_norm,12456,1789376944.7591987,0.16419640183448792
train/gradient_norm,12457,1789376944.9893045,0.1511627584695816
train/gradient_norm,12458,1789376945.215789,0.155562624335289
train/gradient_norm,12459,1789376945.4432726,0.15537361800670624
train/gradient_norm,12460,1789376945.6759741,0.15026502311229706
train/gradient_norm,12461,1789376945.9050262,0.1529490351676941
train/gradient_norm,12462,1789376946.1345782,0.16056078672409058
train/gradient_norm,12463,1789376946.360586,0.16076409816741943
train/gradient_norm,12464,1789376946.5868247,0.17962168157100677
train/gradient_norm,12465,1789376946.8158052,0.16705414652824402
train/gradient_norm,12466,1789376947.045637,0.16884662210941315
train/gradient_norm,12467,1789376947.270095,0.16037029027938843
train/gradient_norm,12468,1789376947.497451,0.15425647795200348
train/gradient_norm,12469,1789376947.7328048,0.165678009390831
train/gradient_norm,12470,1789376947.9631677,0.18411892652511597
train/gradient_norm,12471,1789376948.1950634,0.15786351263523102
train/gradient_norm,12472,1789376948.4210432,0.15503285825252533
train/gradient_norm,12473,1789376948.6555429,0.16708503663539886
train/gradient_norm,12474,1789376948.8896341,0.15501758456230164
train/gradient_norm,12475,1789376949.1209762,0.1534256488084793
train/gradient_norm,12476,1789376949.3555572,0.1738441288471222
train/gradient_norm,12477,1789376949.5895803,0.15199929475784302
train/gradient_norm,12478,1789376949.8190343,0.177056685090065
train/gradient_norm,12479,1789376950.04879,0.1617075651884079
train/gradient_norm,12480,1789376950.5935938,0.16594934463500977
train/gradient_norm,12481,1789376950.8319333,0.1596059799194336
train/gradient_norm,12482,1789376951.0648003,0.15534859895706177
train/gradient_norm,12483,1789376951.2920716,0.16145221889019012
train/gradient_norm,12484,1789376951.5188055,0.14947228133678436
train/gradient_norm,12485,1789376951.7505128,0.15877993404865265
train/gradient_norm,12486,1789376951.9779768,0.1583922654390335
train/gradient_norm,12487,1789376952.2064676,0.15481294691562653
train/gradient_norm,12488,1789376952.4319715,0.16031445562839508
train/gradient_norm,12489,1789376952.660461,0.15717434883117676
train/gradient_norm,12490,1789376952.8903954,0.1460701823234558
train/gradient_norm,12491,1789376953.11694,0.16790777444839478
train/gradient_norm,12492,1789376953.3455245,0.15814906358718872
train/gradient_norm,12493,1789376953.5732334,0.16169972717761993
train/gradient_norm,12494,1789376953.7986722,0.1611679047346115
train/gradient_norm,12495,1789376954.0291336,0.15586809813976288
train/gradient_norm,12496,1789376954.2566783,0.15665386617183685
train/gradient_norm,12497,1789376954.4878385,0.15237103402614594
train/gradient_norm,12498,1789376954.7155676,0.15933535993099213
train/gradient_norm,12499,1789376954.9446797,0.15107689797878265
train/gradient_norm,12500,1789376955.1708634,0.15356199443340302
train/gradient_norm,12501,1789376955.4000013,0.1680210530757904
train/gradient_norm,12502,1789376955.6273878,0.15697574615478516
train/gradient_norm,12503,1789376955.8540623,0.15565067529678345
train/gradient_norm,12504,1789376956.0828977,0.17108014225959778
train/gradient_norm,12505,1789376956.3098292,0.16935449838638306
train/gradient_norm,12506,1789376956.5402348,0.1467650979757309
train/gradient_norm,12507,1789376956.7673707,0.15331663191318512
train/gradient_norm,12508,1789376956.9943135,0.1498083472251892
train/gradient_norm,12509,1789376957.222154,0.18570008873939514
train/gradient_norm,12510,1789376957.7587938,0.1751231849193573
train/gradient_norm,12511,1789376957.994022,0.16564050316810608
train/gradient_norm,12512,1789376958.222816,0.164058119058609
train/gradient_norm,12513,1789376958.45096,0.1771172434091568
train/gradient_norm,12514,1789376958.6826506,0.1734989434480667
train/gradient_norm,12515,1789376958.9152133,0.16161254048347473
train/gradient_norm,12516,1789376959.1494796,0.1512410044670105
train/gradient_norm,12517,1789376959.8190186,0.1703738421201706
train/gradient_norm,12518,1789376960.0523732,0.1596108376979828
train/gradient_norm,12519,1789376960.2846997,0.15251828730106354
train/gradient_norm,12520,1789376960.5165057,0.1526324301958084
train/gradient_norm,12521,1789376960.749947,0.17800889909267426
train/gradient_norm,12522,1789376960.9819307,0.1612132042646408
train/gradient_norm,12523,1789376961.213752,0.16288036108016968
train/gradient_norm,12524,1789376961.4431276,0.16419947147369385
train/gradient_norm,12525,1789376961.6749825,0.15699835121631622
train/gradient_norm,12526,1789376961.9016857,0.1692160665988922
train/gradient_norm,12527,1789376962.1285596,0.14796698093414307
train/gradient_norm,12528,1789376962.3587272,0.16165897250175476
train/gradient_norm,12529,1789376962.5870547,0.15285618603229523
train/gradient_norm,12530,1789376962.8180616,0.17241054773330688
train/gradient_norm,12531,1789376963.0505624,0.15084348618984222
train/gradient_norm,12532,1789376963.2809145,0.1763853132724762
train/gradient_norm,12533,1789376963.5114968,0.1497844010591507
train/gradient_norm,12534,1789376963.7383802,0.1588118076324463
train/gradient_norm,12535,1789376963.9668431,0.16216985881328583
train/gradient_norm,12536,1789376964.1933582,0.15718944370746613
train/gradient_norm,12537,1789376964.422081,0.16084492206573486
train/gradient_norm,12538,1789376964.6560261,0.16048535704612732
train/gradient_norm,12539,1789376964.890323,0.15676462650299072
train/gradient_norm,12540,1789376965.510331,0.16013292968273163
train/gradient_norm,12541,1789376965.7501767,0.15717411041259766
train/gradient_norm,12542,1789376965.9836912,0.16530300676822662
train/gradient_norm,12543,1789376966.2134106,0.16810445487499237
train/gradient_norm,12544,1789376966.4409187,0.16418683528900146
train/gradient_norm,12545,1789376966.67161,0.15221287310123444
train/gradient_norm,12546,1789376966.901484,0.15643906593322754
train/gradient_norm,12547,1789376967.131626,0.1710188239812851
train/gradient_norm,12548,1789376967.3607242,0.1531558632850647
train/gradient_norm,12549,1789376967.5944302,0.16639967262744904
train/gradient_norm,12550,1789376967.8252347,0.16659562289714813
train/gradient_norm,12551,1789376968.0522075,0.15208148956298828
train/gradient_norm,12552,1789376968.2807653,0.16295628249645233
train/gradient_norm,12553,1789376968.5152729,0.14913073182106018
train/gradient_norm,12554,1789376968.7507849,0.16259287297725677
train/gradient_norm,12555,1789376968.979609,0.1615581512451172
train/gradient_norm,12556,1789376969.213634,0.15392467379570007
train/gradient_norm,12557,1789376969.4448967,0.17051191627979279
train/gradient_norm,12558,1789376969.6756759,0.16622456908226013
train/gradient_norm,12559,1789376969.9054887,0.1594606339931488
train/gradient_norm,12560,1789376970.1419713,0.1932193636894226
train/gradient_norm,12561,1789376970.372672,0.1639578938484192
train/gradient_norm,12562,1789376970.6053243,0.16141176223754883
train/gradient_norm,12563,1789376970.8347263,0.17087548971176147
train/gradient_norm,12564,1789376971.0648348,0.15016287565231323
train/gradient_norm,12565,1789376971.295505,0.16027721762657166
train/gradient_norm,12566,1789376971.5243356,0.15285173058509827
train/gradient_norm,12567,1789376971.753907,0.1644982099533081
train/gradient_norm,12568,1789376971.985732,0.16086867451667786
train/gradient_norm,12569,1789376972.218833,0.15824483335018158
train/gradient_norm,12570,1789376972.7719557,0.15175166726112366
train/gradient_norm,12571,1789376973.012543,0.1515229046344757
train/gradient_norm,12572,1789376973.2454896,0.15612202882766724
train/gradient_norm,12573,1789376973.4742155,0.1593935489654541
train/gradient_norm,12574,1789376973.7059414,0.16166448593139648
train/gradient_norm,12575,1789376973.9357495,0.16191941499710083
train/gradient_norm,12576,1789376974.1656237,0.15764029324054718
train/gradient_norm,12577,1789376974.3967922,0.15396848320960999
train/gradient_norm,12578,1789376974.6272714,0.15162765979766846
train/gradient_norm,12579,1789376974.8541265,0.15479399263858795
train/gradient_norm,12580,1789376975.0857453,0.168612539768219
train/gradient_norm,12581,1789376975.3134682,0.15792888402938843
train/gradient_norm,12582,1789376975.5407434,0.15904372930526733
train/gradient_norm,12583,1789376975.7689574,0.1513957679271698
train/gradient_norm,12584,1789376976.0003705,0.18097062408924103
train/gradient_norm,12585,1789376976.231562,0.18469148874282837
train/gradient_norm,12586,1789376976.4600937,0.1651999056339264
train/gradient_norm,12587,1789376976.6903493,0.15792050957679749
train/gradient_norm,12588,1789376976.9160333,0.16801348328590393
train/gradient_norm,12589,1789376977.1482575,0.15442609786987305
train/gradient_norm,12590,1789376977.3778741,0.15629583597183228
train/gradient_norm,12591,1789376977.6120036,0.16100116074085236
train/gradient_norm,12592,1789376977.8413634,0.16652187705039978
train/gradient_norm,12593,1789376978.0729203,0.16730093955993652
train/gradient_norm,12594,1789376978.3028386,0.16871073842048645
train/gradient_norm,12595,1789376978.5371423,0.1580129861831665
train/gradient_norm,12596,1789376978.7708805,0.16366645693778992
train/gradient_norm,12597,1789376979.0049965,0.16324986517429352
train/gradient_norm,12598,1789376979.2317028,0.1587318778038025
train/gradient_norm,12599,1789376979.4642434,0.15265482664108276
train/gradient_norm,12600,1789376980.0100608,0.1662360578775406
train/gradient_norm,12601,1789376980.24738,0.15368476510047913
train/gradient_norm,12602,1789376980.480481,0.16457679867744446
train/gradient_norm,12603,1789376980.7133162,0.15557324886322021
train/gradient_norm,12604,1789376980.9440162,0.1565500795841217
train/gradient_norm,12605,1789376981.1727557,0.16290271282196045
train/gradient_norm,12606,1789376981.4054863,0.15653425455093384
train/gradient_norm,12607,1789376981.637841,0.15958043932914734
train/gradient_norm,12608,1789376981.8710666,0.15824611485004425
train/gradient_norm,12609,1789376982.1039774,0.16402830183506012
train/gradient_norm,12610,1789376982.3332665,0.14903812110424042
train/gradient_norm,12611,1789376982.567133,0.16479527950286865
train/gradient_norm,12612,1789376982.8029745,0.16043753921985626
train/gradient_norm,12613,1789376983.0366776,0.1638161838054657
train/gradient_norm,12614,1789376983.2705038,0.16594624519348145
train/gradient_norm,12615,1789376983.5040834,0.1801813840866089
train/gradient_norm,12616,1789376983.7379005,0.16691094636917114
train/gradient_norm,12617,1789376983.9680057,0.1515267789363861
train/gradient_norm,12618,1789376984.2010953,0.16015885770320892
train/gradient_norm,12619,1789376984.4355707,0.15734051167964935
train/gradient_norm,12620,1789376984.6667218,0.1483122706413269
train/gradient_norm,12621,1789376984.900234,0.1897912621498108
train/gradient_norm,12622,1789376985.132017,0.16389352083206177
train/gradient_norm,12623,1789376985.3653634,0.15828825533390045
train/gradient_norm,12624,1789376985.5965455,0.15491949021816254
train/gradient_norm,12625,1789376985.8259203,0.15919403731822968
train/gradient_norm,12626,1789376986.056063,0.15971051156520844
train/gradient_norm,12627,1789376986.2830925,0.16705961525440216
train/gradient_norm,12628,1789376986.5130014,0.1673000156879425
train/gradient_norm,12629,1789376986.745997,0.16734200716018677
train/gradient_norm,12630,1789376987.2991524,0.15271373093128204
train/gradient_norm,12631,1789376987.5353074,0.1860000342130661
train/gradient_norm,12632,1789376987.770345,0.1529211699962616
train/gradient_norm,12633,1789376987.9992678,0.15302817523479462
train/gradient_norm,12634,1789376988.227869,0.15268471837043762
train/gradient_norm,12635,1789376988.4611034,0.16337193548679352
train/gradient_norm,12636,1789376988.6913526,0.15883833169937134
train/gradient_norm,12637,1789376988.9191618,0.1655910164117813
train/gradient_norm,12638,1789376989.1503308,0.15707218647003174
train/gradient_norm,12639,1789376989.384667,0.15876688063144684
train/gradient_norm,12640,1789376989.6196065,0.1529228836297989
train/gradient_norm,12641,1789376989.852816,0.16429072618484497
train/gradient_norm,12642,1789376990.0906737,0.14296607673168182
train/gradient_norm,12643,1789376990.321022,0.18940089643001556
train/gradient_norm,12644,1789376990.5520055,0.1501687616109848
train/gradient_norm,12645,1789376990.7841668,0.14849281311035156
train/gradient_norm,12646,1789376991.0164967,0.16514062881469727
train/gradient_norm,12647,1789376991.2478085,0.16250889003276825
train/gradient_norm,12648,1789376991.4787657,0.1538296341896057
train/gradient_norm,12649,1789376991.71071,0.16786083579063416
train/gradient_norm,12650,1789376991.9462929,0.1741381585597992
train/gradient_norm,12651,1789376992.1916482,0.16559702157974243
train/gradient_norm,12652,1789376992.4421747,0.1648477166891098
train/gradient_norm,12653,1789376992.6767955,0.1609012931585312
train/gradient_norm,12654,1789376992.9078925,0.1553405523300171
train/gradient_norm,12655,1789376993.143205,0.19104868173599243
train/gradient_norm,12656,1789376993.3954558,0.15702256560325623
train/gradient_norm,12657,1789376993.6319962,0.1747608184814453
train/gradient_norm,12658,1789376993.8607445,0.17336814105510712
train/gradient_norm,12659,1789376994.0958111,0.15980757772922516
train/gradient_norm,12660,1789376994.68452,0.16065236926078796
train/gradient_norm,12661,1789376994.922614,0.15605682134628296
train/gradient_norm,12662,1789376995.154802,0.1580657958984375
train/gradient_norm,12663,1789376995.3884702,0.15972203016281128
train/gradient_norm,12664,1789376995.6264133,0.15445826947689056
train/gradient_norm,12665,1789376995.8799074,0.15050019323825836
train/gradient_norm,12666,1789376996.5780153,0.15631510317325592
train/gradient_norm,12667,1789376996.8191454,0.16671675443649292
train/gradient_norm,12668,1789376997.057844,0.15369874238967896
train/gradient_norm,12669,1789376997.2946336,0.15816086530685425
train/gradient_norm,12670,1789376997.5505707,0.16054420173168182
train/gradient_norm,12671,1789376997.7915215,0.15495069324970245
train/gradient_norm,12672,1789376998.023347,0.16477325558662415
train/gradient_norm,12673,1789376998.25124,0.15192490816116333
train/gradient_norm,12674,1789376998.4893732,0.18408213555812836
train/gradient_norm,12675,1789376998.7432654,0.16297972202301025
train/gradient_norm,12676,1789376999.0034359,0.15608826279640198
train/gradient_norm,12677,1789376999.2586923,0.15017761290073395
train/gradient_norm,12678,1789376999.516002,0.16022929549217224
train/gradient_norm,12679,1789376999.7641358,0.15346093475818634
train/gradient_norm,12680,1789376999.9839032,0.15995457768440247
train/gradient_norm,12681,1789377000.2018073,0.1644490659236908
train/gradient_norm,12682,1789377000.418677,0.15651175379753113
train/gradient_norm,12683,1789377000.6390219,0.1546412855386734
train/gradient_norm,12684,1789377000.8588386,0.15879665315151215
train/gradient_norm,12685,1789377001.0769727,0.15368963778018951
train/gradient_norm,12686,1789377001.300936,0.1601947396993637
train/gradient_norm,12687,1789377001.5200412,0.15328189730644226
train/gradient_norm,12688,1789377001.7688951,0.16182301938533783
train/gradient_norm,12689,1789377002.0132606,0.16758017241954803
train/gradient_norm,12690,1789377002.628463,0.15384314954280853
train/gradient_norm,12691,1789377002.8684216,0.15433233976364136
train/gradient_norm,12692,1789377003.0956907,0.16488319635391235
train/gradient_norm,12693,1789377003.3195214,0.1675001084804535
train/gradient_norm,12694,1789377003.5402412,0.16470497846603394
train/gradient_norm,12695,1789377003.767703,0.1806458979845047
train/gradient_norm,12696,1789377003.9943311,0.1604614108800888
train/gradient_norm,12697,1789377004.2230964,0.1625632792711258
train/gradient_norm,12698,1789377004.4587672,0.1594366431236267
train/gradient_norm,12699,1789377004.6862335,0.15919281542301178
train/gradient_norm,12700,1789377004.9122634,0.16272616386413574
train/gradient_norm,12701,1789377005.1321688,0.1624990552663803
train/gradient_norm,12702,1789377005.355102,0.16112223267555237
train/gradient_norm,12703,1789377005.57541,0.16643118858337402
train/gradient_norm,12704,1789377005.8002486,0.1531950682401657
train/gradient_norm,12705,1789377006.0341322,0.17459768056869507
train/gradient_norm,12706,1789377006.2958283,0.15420201420783997
train/gradient_norm,12707,1789377006.5200922,0.17249321937561035
train/gradient_norm,12708,1789377006.7440443,0.15150371193885803
train/gradient_norm,12709,1789377006.9919698,0.16203901171684265
train/gradient_norm,12710,1789377007.2394404,0.1713515818119049
train/gradient_norm,12711,1789377007.4908137,0.15477211773395538
train/gradient_norm,12712,1789377007.7449791,0.1641356199979782
train/gradient_norm,12713,1789377007.9832447,0.1569318026304245
train/gradient_norm,12714,1789377008.206908,0.15735939145088196
train/gradient_norm,12715,1789377008.4393253,0.14996939897537231
train/gradient_norm,12716,1789377008.6628778,0.15973111987113953
train/gradient_norm,12717,1789377008.8901565,0.15477465093135834
train/gradient_norm,12718,1789377009.122033,0.2008136659860611
train/gradient_norm,12719,1789377009.3562415,0.15507769584655762
train/gradient_norm,12720,1789377009.8972673,0.15002094209194183
train/gradient_norm,12721,1789377010.15433,0.1562616229057312
train/gradient_norm,12722,1789377010.4040296,0.152406245470047
train/gradient_norm,12723,1789377010.639778,0.15626613795757294
train/gradient_norm,12724,1789377010.8775437,0.15107862651348114
train/gradient_norm,12725,1789377011.1121864,0.14911267161369324
train/gradient_norm,12726,1789377011.344621,0.17797717452049255
train/gradient_norm,12727,1789377011.5738611,0.15545189380645752
train/gradient_norm,12728,1789377011.8050408,0.16377104818820953
train/gradient_norm,12729,1789377012.0361311,0.16617147624492645
train/gradient_norm,12730,1789377012.2654874,0.14963409304618835
train/gradient_norm,12731,1789377012.4979053,0.16579647362232208
train/gradient_norm,12732,1789377012.731152,0.15723267197608948
train/gradient_norm,12733,1789377012.960631,0.16487501561641693
train/gradient_norm,12734,1789377013.188802,0.16108576953411102
train/gradient_norm,12735,1789377013.4188619,0.166289821267128
train/gradient_norm,12736,1789377013.649651,0.152481347322464
train/gradient_norm,12737,1789377013.881187,0.16018196940422058
train/gradient_norm,12738,1789377014.112201,0.1575997769832611
train/gradient_norm,12739,1789377014.3424144,0.14688195288181305
train/gradient_norm,12740,1789377014.5747955,0.1639610379934311
train/gradient_norm,12741,1789377014.8092015,0.1548088788986206
train/gradient_norm,12742,1789377015.0411305,0.1989102065563202
train/gradient_norm,12743,1789377015.271417,0.1657107025384903
train/gradient_norm,12744,1789377015.5013275,0.14460140466690063
train/gradient_norm,12745,1789377015.7326012,0.16224944591522217
train/gradient_norm,12746,1789377015.9600565,0.15447533130645752
train/gradient_norm,12747,1789377016.1906953,0.15700732171535492
train/gradient_norm,12748,1789377016.4253485,0.1704089492559433
train/gradient_norm,12749,1789377016.6538162,0.16054518520832062
train/gradient_norm,12750,1789377017.1889877,0.16539089381694794
train/gradient_norm,12751,1789377017.4401798,0.14524757862091064
train/gradient_norm,12752,1789377017.6991546,0.1462872177362442
train/gradient_norm,12753,1789377017.9417324,0.15282271802425385
train/gradient_norm,12754,1789377018.172273,0.16462846100330353
train/gradient_norm,12755,1789377018.4045901,0.1702720820903778
train/gradient_norm,12756,1789377018.6397703,0.16223163902759552
train/gradient_norm,12757,1789377018.8708603,0.17221088707447052
train/gradient_norm,12758,1789377019.104438,0.15764810144901276
train/gradient_norm,12759,1789377019.3329954,0.16806483268737793
train/gradient_norm,12760,1789377019.5685987,0.15727970004081726
train/gradient_norm,12761,1789377019.819495,0.16489507257938385
train/gradient_norm,12762,1789377020.06155,0.14732182025909424
train/gradient_norm,12763,1789377020.2923417,0.15480053424835205
train/gradient_norm,12764,1789377020.5221152,0.17388609051704407
train/gradient_norm,12765,1789377020.7487752,0.17036297917366028
train/gradient_norm,12766,1789377020.9942796,0.14426730573177338
train/gradient_norm,12767,1789377021.2370343,0.1501179188489914
train/gradient_norm,12768,1789377021.473411,0.15312956273555756
train/gradient_norm,12769,1789377021.711951,0.15446370840072632
train/gradient_norm,12770,1789377021.940553,0.16810879111289978
train/gradient_norm,12771,1789377022.1718342,0.1589406281709671
train/gradient_norm,12772,1789377022.4021637,0.17687773704528809
train/gradient_norm,12773,1789377022.6305869,0.15658321976661682
train/gradient_norm,12774,1789377022.8604987,0.16596899926662445
train/gradient_norm,12775,1789377023.0881264,0.1561284363269806
train/gradient_norm,12776,1789377023.3293917,0.16186998784542084
train/gradient_norm,12777,1789377023.5810218,0.16775722801685333
train/gradient_norm,12778,1789377023.8129864,0.15069580078125
train/gradient_norm,12779,1789377024.0427976,0.18008549511432648
train/gradient_norm,12780,1789377024.606846,0.16641968488693237
train/gradient_norm,12781,1789377024.8467193,0.16145268082618713
train/gradient_norm,12782,1789377025.0740926,0.16247110068798065
train/gradient_norm,12783,1789377025.3048172,0.15471945703029633
train/gradient_norm,12784,1789377025.535256,0.17246319353580475
train/gradient_norm,12785,1789377025.766143,0.1851365864276886
train/gradient_norm,12786,1789377026.0009224,0.15099622309207916
train/gradient_norm,12787,1789377026.254739,0.15600615739822388
train/gradient_norm,12788,1789377026.4986787,0.16423234343528748
train/gradient_norm,12789,1789377026.729546,0.168806254863739
train/gradient_norm,12790,1789377026.9638782,0.15743669867515564
train/gradient_norm,12791,1789377027.196611,0.17781996726989746
train/gradient_norm,12792,1789377027.427548,0.1695951670408249
train/gradient_norm,12793,1789377027.670002,0.16160231828689575
train/gradient_norm,12794,1789377027.9198124,0.16424642503261566
train/gradient_norm,12795,1789377028.1530282,0.1600174754858017
