tag,step,wall_time,value
train/loss,190,1789374006.5281644,5.814448356628418
train/loss,191,1789374006.7386024,5.810504913330078
train/loss,192,1789374006.9585135,5.96042537689209
train/loss,193,1789374007.1908355,5.817880630493164
train/loss,194,1789374007.431146,5.779181003570557
train/loss,195,1789374007.6638722,5.732708930969238
train/loss,196,1789374007.8856707,5.887172222137451
train/loss,197,1789374008.0931528,5.641291618347168
train/loss,198,1789374008.2997222,5.952452659606934
train/loss,199,1789374008.5069718,5.722872734069824
train/loss,200,1789374008.7147224,5.867581844329834
train/loss,201,1789374008.9303882,5.710092067718506
train/loss,202,1789374009.1554077,5.659982681274414
train/loss,203,1789374009.3744388,5.739012718200684
train/loss,204,1789374009.5885627,5.721429824829102
train/loss,205,1789374009.8020992,5.795698165893555
train/loss,206,1789374010.0120573,5.819116592407227
train/loss,207,1789374010.223685,5.737393379211426
train/loss,208,1789374010.4358425,5.639749526977539
train/loss,209,1789374010.6480927,5.8799638748168945
train/loss,210,1789374011.123066,5.899753093719482
train/loss,211,1789374011.3397326,5.66304874420166
train/loss,212,1789374011.5535512,5.782033920288086
train/loss,213,1789374011.7677028,5.744019508361816
train/loss,214,1789374011.9840357,5.692399978637695
train/loss,215,1789374012.1908865,5.6798481941223145
train/loss,216,1789374012.3978493,5.666884899139404
train/loss,217,1789374012.6065671,5.741240501403809
train/loss,218,1789374012.8285084,5.697136402130127
train/loss,219,1789374013.0413415,5.773768424987793
train/loss,220,1789374013.260481,5.8300323486328125
train/loss,221,1789374013.4716754,5.749270915985107
train/loss,222,1789374013.681943,5.80466365814209
train/loss,223,1789374013.8988066,5.745067596435547
train/loss,224,1789374014.1182866,5.737823009490967
train/loss,225,1789374014.3424425,5.614428520202637
train/loss,226,1789374014.5614018,5.736844539642334
train/loss,227,1789374014.7837498,5.657755374908447
train/loss,228,1789374015.0059004,5.694094657897949
train/loss,229,1789374015.2194898,5.730867385864258
train/loss,230,1789374015.4321923,5.677096366882324
train/loss,231,1789374015.6514175,5.80617618560791
train/loss,232,1789374015.8699992,5.634081840515137
train/loss,233,1789374016.084199,5.844011306762695
train/loss,234,1789374016.3010914,5.771722793579102
train/loss,235,1789374016.5115652,5.758677005767822
train/loss,236,1789374016.7213168,5.791960716247559
train/loss,237,1789374016.9351237,5.815807342529297
train/loss,238,1789374017.1515899,5.6430487632751465
train/loss,239,1789374017.3700418,5.77143669128418
train/loss,240,1789374017.9064765,5.645174980163574
train/loss,241,1789374018.124082,5.702160358428955
train/loss,242,1789374018.3357966,5.610408306121826
train/loss,243,1789374018.5461988,5.563635349273682
train/loss,244,1789374018.7537453,5.554383277893066
train/loss,245,1789374018.9707685,5.505880832672119
train/loss,246,1789374019.1922257,5.624457359313965
train/loss,247,1789374019.4040937,5.65939474105835
train/loss,248,1789374019.6105907,5.609457015991211
train/loss,249,1789374019.8184357,5.5285797119140625
train/loss,250,1789374020.0253713,5.696418285369873
train/loss,251,1789374020.232215,5.756243705749512
train/loss,252,1789374020.4388819,5.583045959472656
train/loss,253,1789374020.6540003,5.652097702026367
train/loss,254,1789374020.8750758,5.478449821472168
train/loss,255,1789374021.0977583,5.697187423706055
train/loss,256,1789374021.310797,5.558497428894043
train/loss,257,1789374021.5214531,5.617599010467529
train/loss,258,1789374021.7328455,5.5827178955078125
train/loss,259,1789374021.9583514,5.634466171264648
train/loss,260,1789374022.1954536,5.4527387619018555
train/loss,261,1789374022.4324687,5.457232475280762
train/loss,262,1789374022.6560552,5.503897666931152
train/loss,263,1789374022.880915,5.522063255310059
train/loss,264,1789374023.105929,5.4513750076293945
train/loss,265,1789374023.3366,5.5116753578186035
train/loss,266,1789374023.5703547,5.48216438293457
train/loss,267,1789374023.7987092,5.69137716293335
train/loss,268,1789374024.0133052,5.6627912521362305
train/loss,269,1789374024.2259467,5.561262130737305
train/loss,270,1789374024.6965768,5.583045959472656
train/loss,271,1789374024.9115477,5.657901287078857
train/loss,272,1789374025.1293948,5.504538059234619
train/loss,273,1789374025.3520725,5.714097023010254
train/loss,274,1789374025.565271,5.337398529052734
train/loss,275,1789374025.7810354,5.612998008728027
train/loss,276,1789374025.9993129,5.46750545501709
train/loss,277,1789374026.2086394,5.636700630187988
train/loss,278,1789374026.4164805,5.530975341796875
train/loss,279,1789374026.6275828,5.52421236038208
train/loss,280,1789374026.8473952,5.562229156494141
train/loss,281,1789374027.07184,5.393746376037598
train/loss,282,1789374027.2821767,5.458509922027588
train/loss,283,1789374027.5018759,5.4647321701049805
train/loss,284,1789374027.7234504,5.467705726623535
train/loss,285,1789374027.9411304,5.347813606262207
train/loss,286,1789374028.1513202,5.529396057128906
train/loss,287,1789374028.3618271,5.572384357452393
train/loss,288,1789374028.5730767,5.461613178253174
train/loss,289,1789374028.7832444,5.375283241271973
train/loss,290,1789374028.9951882,5.410243988037109
train/loss,291,1789374029.2067134,5.359198570251465
train/loss,292,1789374029.4206395,5.387804985046387
train/loss,293,1789374029.6399405,5.616852760314941
train/loss,294,1789374029.8652685,5.459083080291748
train/loss,295,1789374030.0802295,5.581202030181885
train/loss,296,1789374030.3009167,5.4046478271484375
train/loss,297,1789374030.5227776,5.4363627433776855
train/loss,298,1789374030.7323349,5.45249605178833
train/loss,299,1789374031.3371336,5.321305274963379
train/loss,300,1789374031.7970476,5.594568252563477
train/loss,301,1789374032.0157576,5.4369659423828125
train/loss,302,1789374032.231192,5.4255876541137695
train/loss,303,1789374032.4514832,5.278038501739502
train/loss,304,1789374032.670017,5.504457473754883
train/loss,305,1789374032.890046,5.622992515563965
train/loss,306,1789374033.1050122,5.497743129730225
train/loss,307,1789374033.316445,5.37191915512085
train/loss,308,1789374033.5262878,5.34652853012085
train/loss,309,1789374033.7366579,5.544337272644043
train/loss,310,1789374033.946871,5.498795509338379
train/loss,311,1789374034.1555288,5.412699222564697
train/loss,312,1789374034.3812811,5.497095584869385
train/loss,313,1789374034.5956633,5.477182388305664
train/loss,314,1789374034.8025086,5.270696640014648
train/loss,315,1789374035.0087454,5.351651191711426
train/loss,316,1789374035.2159073,5.419532775878906
train/loss,317,1789374035.4234314,5.53352165222168
train/loss,318,1789374035.6307402,5.391669273376465
train/loss,319,1789374035.8386378,5.3964033126831055
train/loss,320,1789374036.0452337,5.544015884399414
train/loss,321,1789374036.2520196,5.226508617401123
train/loss,322,1789374036.4645853,5.361870288848877
train/loss,323,1789374036.673972,5.241089820861816
train/loss,324,1789374036.8892288,5.407588958740234
train/loss,325,1789374037.1113691,5.604979038238525
train/loss,326,1789374037.3227735,5.502939224243164
train/loss,327,1789374037.5350535,5.380126953125
train/loss,328,1789374037.7472646,5.482802391052246
train/loss,329,1789374037.9596202,5.321945667266846
train/loss,330,1789374038.4645545,5.356936454772949
train/loss,331,1789374038.6990645,5.373154640197754
train/loss,332,1789374038.922055,5.571484565734863
train/loss,333,1789374039.135455,5.343270778656006
train/loss,334,1789374039.346144,5.343788146972656
train/loss,335,1789374039.5563827,5.3898138999938965
train/loss,336,1789374039.7703736,5.376387596130371
train/loss,337,1789374039.9864576,5.2550530433654785
train/loss,338,1789374040.2127528,5.364164352416992
train/loss,339,1789374040.4248712,5.477131366729736
train/loss,340,1789374040.6368,5.306206703186035
train/loss,341,1789374040.8468285,5.521539211273193
train/loss,342,1789374041.0565546,5.315337181091309
train/loss,343,1789374041.2660866,5.303334712982178
train/loss,344,1789374041.4765325,5.448835849761963
train/loss,345,1789374041.686538,5.344341278076172
train/loss,346,1789374041.8966022,5.569272041320801
train/loss,347,1789374042.1064682,5.3650054931640625
train/loss,348,1789374042.3162317,5.3643035888671875
train/loss,349,1789374042.5233147,5.37999963760376
train/loss,350,1789374042.7300725,5.449705600738525
train/loss,351,1789374042.9387276,5.208107948303223
train/loss,352,1789374043.1453686,5.451892375946045
train/loss,353,1789374043.3521588,5.322836875915527
train/loss,354,1789374043.5618155,5.308950901031494
train/loss,355,1789374043.7753122,5.2256178855896
train/loss,356,1789374043.9941297,5.627167701721191
train/loss,357,1789374044.214831,5.240018844604492
train/loss,358,1789374044.4266357,5.414604187011719
train/loss,359,1789374044.653636,5.39439582824707
train/loss,360,1789374045.2524102,5.2187957763671875
train/loss,361,1789374045.4713173,5.3453049659729
train/loss,362,1789374045.681481,5.5098114013671875
train/loss,363,1789374045.8937712,5.449413299560547
train/loss,364,1789374046.1038394,5.485134601593018
train/loss,365,1789374046.32274,5.3373870849609375
train/loss,366,1789374046.5415268,5.318548679351807
train/loss,367,1789374046.7667856,5.248633861541748
train/loss,368,1789374046.990943,5.203692436218262
train/loss,369,1789374047.212112,5.49898624420166
train/loss,370,1789374047.4254103,5.376680374145508
train/loss,371,1789374047.6382172,5.368566513061523
train/loss,372,1789374047.8484588,5.234889030456543
train/loss,373,1789374048.0664814,5.175966262817383
train/loss,374,1789374048.2874327,5.285717964172363
train/loss,375,1789374048.5454404,5.102286338806152
train/loss,376,1789374048.8037765,5.31348991394043
train/loss,377,1789374049.0661,5.321737289428711
train/loss,378,1789374049.3298159,5.413094520568848
train/loss,379,1789374049.5863156,5.34539794921875
train/loss,380,1789374049.8221343,5.345654487609863
train/loss,381,1789374050.0350347,5.257095813751221
train/loss,382,1789374050.2489195,5.43097448348999
train/loss,383,1789374050.4641654,5.198873043060303
train/loss,384,1789374050.685003,5.283527374267578
train/loss,385,1789374050.9027822,5.28343391418457
train/loss,386,1789374051.1610959,5.164216995239258
train/loss,387,1789374051.417571,5.1166486740112305
train/loss,388,1789374051.6772563,5.1519269943237305
train/loss,389,1789374051.9402633,5.177739143371582
train/loss,390,1789374052.48026,5.327089309692383
train/loss,391,1789374052.7010844,5.349740028381348
train/loss,392,1789374052.9154623,5.0699543952941895
train/loss,393,1789374053.1297922,5.182370185852051
train/loss,394,1789374053.3450747,5.113156318664551
train/loss,395,1789374053.5643592,5.129870414733887
train/loss,396,1789374053.790808,5.355802059173584
train/loss,397,1789374054.0012069,5.199399948120117
train/loss,398,1789374054.213279,5.180312633514404
train/loss,399,1789374054.4237223,5.134024143218994
train/loss,400,1789374054.638638,5.404280662536621
train/loss,401,1789374054.8497806,5.198599338531494
train/loss,402,1789374055.0613544,5.064316272735596
train/loss,403,1789374055.2721815,5.505143165588379
train/loss,404,1789374055.4825454,5.164895057678223
train/loss,405,1789374055.6925159,5.1772027015686035
train/loss,406,1789374055.9031756,5.111998558044434
train/loss,407,1789374056.115013,5.235163688659668
train/loss,408,1789374056.330606,5.3009209632873535
train/loss,409,1789374056.5421531,5.057713031768799
train/loss,410,1789374056.7534132,5.400914669036865
train/loss,411,1789374056.9628649,5.281030178070068
train/loss,412,1789374057.174689,5.186766624450684
train/loss,413,1789374057.385271,5.225451469421387
train/loss,414,1789374057.596486,5.217032432556152
train/loss,415,1789374057.8084557,5.198808670043945
train/loss,416,1789374058.0207891,5.383917331695557
train/loss,417,1789374058.2326,5.198009490966797
train/loss,418,1789374058.4443538,5.143535614013672
train/loss,419,1789374058.6580417,5.220654487609863
train/loss,420,1789374059.136796,5.158803939819336
train/loss,421,1789374059.3541126,5.042857646942139
train/loss,422,1789374059.561447,5.4338483810424805
train/loss,423,1789374059.769044,5.109893798828125
train/loss,424,1789374059.977416,5.417287826538086
train/loss,425,1789374060.1858115,5.2047858238220215
train/loss,426,1789374060.3944693,5.362443447113037
train/loss,427,1789374060.6063678,5.182151794433594
train/loss,428,1789374060.8142912,5.350679397583008
train/loss,429,1789374061.0221639,5.240562438964844
train/loss,430,1789374061.2316341,5.235837459564209
train/loss,431,1789374061.4421055,5.129899024963379
train/loss,432,1789374061.6536267,5.241081237792969
train/loss,433,1789374061.8760395,5.0980377197265625
train/loss,434,1789374062.1467538,5.109857082366943
train/loss,435,1789374062.4023147,5.236135482788086
train/loss,436,1789374062.6367064,5.073651313781738
train/loss,437,1789374062.8471692,5.0725908279418945
train/loss,438,1789374063.059432,5.1258697509765625
train/loss,439,1789374063.2705207,5.139752388000488
train/loss,440,1789374063.4807525,5.279932498931885
train/loss,441,1789374063.6985083,5.353987693786621
train/loss,442,1789374063.9184697,5.048055171966553
train/loss,443,1789374064.15966,5.0989274978637695
train/loss,444,1789374064.3864498,5.323224067687988
train/loss,445,1789374064.6124403,5.0487895011901855
train/loss,446,1789374064.8320355,5.207278251647949
train/loss,447,1789374065.0441031,5.274428367614746
train/loss,448,1789374065.6975713,4.953731536865234
train/loss,449,1789374065.9278991,5.200691223144531
train/loss,450,1789374066.5422754,5.406351089477539
train/loss,451,1789374066.7793672,5.021078109741211
train/loss,452,1789374067.0096316,5.113083839416504
train/loss,453,1789374067.2319105,5.050694465637207
train/loss,454,1789374067.450536,5.195009231567383
train/loss,455,1789374067.680585,5.136500358581543
train/loss,456,1789374067.9159992,4.937727451324463
train/loss,457,1789374068.1343474,4.904101371765137
train/loss,458,1789374068.345967,5.182452201843262
train/loss,459,1789374068.5572863,5.19930362701416
train/loss,460,1789374068.767843,4.93284797668457
train/loss,461,1789374068.982152,4.9477715492248535
train/loss,462,1789374069.195166,4.905712127685547
train/loss,463,1789374069.4082956,5.009103775024414
train/loss,464,1789374069.6210153,4.892265796661377
train/loss,465,1789374069.8326943,5.242005825042725
train/loss,466,1789374070.0462832,5.418123245239258
train/loss,467,1789374070.2567606,4.976357460021973
train/loss,468,1789374070.5164561,5.110593795776367
train/loss,469,1789374070.778483,5.157278060913086
train/loss,470,1789374071.017801,5.116604804992676
train/loss,471,1789374071.2351902,5.322503089904785
train/loss,472,1789374071.448192,5.1003265380859375
train/loss,473,1789374071.6589148,5.075019836425781
train/loss,474,1789374071.869445,5.092501640319824
train/loss,475,1789374072.0879567,5.212576866149902
train/loss,476,1789374072.303058,5.024382591247559
train/loss,477,1789374072.5137086,4.931280136108398
train/loss,478,1789374072.725151,5.163392066955566
train/loss,479,1789374072.9360654,5.107367515563965
train/loss,480,1789374073.422692,4.995108127593994
train/loss,481,1789374073.6557379,5.149986267089844
train/loss,482,1789374073.8677657,4.892916679382324
train/loss,483,1789374074.079389,4.985052108764648
train/loss,484,1789374074.2924223,5.098898887634277
train/loss,485,1789374074.5052586,5.229546070098877
train/loss,486,1789374074.7180288,5.253605842590332
train/loss,487,1789374074.9296315,5.122690200805664
train/loss,488,1789374075.1407518,5.073424339294434
train/loss,489,1789374075.3559258,5.037065029144287
train/loss,490,1789374075.573221,5.021059036254883
train/loss,491,1789374075.7899685,4.987946033477783
train/loss,492,1789374075.9983692,5.032421112060547
train/loss,493,1789374076.2063518,5.021085739135742
train/loss,494,1789374076.415846,4.962284088134766
train/loss,495,1789374076.6293764,5.222873210906982
train/loss,496,1789374076.8464816,5.204897880554199
train/loss,497,1789374077.067876,5.036571502685547
train/loss,498,1789374077.2773573,4.9585652351379395
train/loss,499,1789374077.4930675,5.044081687927246
train/loss,500,1789374077.7110016,5.032998085021973
train/loss,501,1789374077.9280343,5.051406383514404
train/loss,502,1789374078.1359534,5.1166887283325195
train/loss,503,1789374078.3438673,5.188083648681641
train/loss,504,1789374078.5607965,5.000463485717773
train/loss,505,1789374078.7831342,5.151458740234375
train/loss,506,1789374078.997834,4.998237609863281
train/loss,507,1789374079.2092514,5.209414482116699
train/loss,508,1789374079.4220393,5.086097717285156
train/loss,509,1789374079.6330597,4.940558433532715
train/loss,510,1789374080.1198232,4.9990692138671875
train/loss,511,1789374080.3386555,5.190944671630859
train/loss,512,1789374080.552306,5.044851303100586
train/loss,513,1789374080.7816596,5.013440132141113
train/loss,514,1789374081.0370798,5.029717445373535
train/loss,515,1789374081.2668915,4.893070697784424
train/loss,516,1789374081.492128,5.2137346267700195
train/loss,517,1789374081.7207687,5.098249435424805
train/loss,518,1789374081.9526374,5.071271896362305
train/loss,519,1789374082.1904838,4.9978227615356445
train/loss,520,1789374082.4492722,5.026773929595947
train/loss,521,1789374082.7060905,4.837418556213379
train/loss,522,1789374082.9711342,5.050766944885254
train/loss,523,1789374083.2319489,5.014687538146973
train/loss,524,1789374083.4960666,4.905928611755371
train/loss,525,1789374083.7566483,5.11379337310791
train/loss,526,1789374083.9812367,5.3570051193237305
train/loss,527,1789374084.204366,4.841919898986816
train/loss,528,1789374084.4270074,5.074306488037109
train/loss,529,1789374084.6476154,4.925694942474365
train/loss,530,1789374084.869735,4.950706481933594
train/loss,531,1789374085.0902014,5.29337215423584
train/loss,532,1789374085.3107395,5.071948528289795
train/loss,533,1789374085.5408952,4.981416702270508
train/loss,534,1789374085.7661939,4.873467445373535
train/loss,535,1789374085.9838214,5.063509941101074
train/loss,536,1789374086.2045448,5.0050249099731445
train/loss,537,1789374086.4263778,4.950475692749023
train/loss,538,1789374086.6461778,4.958645820617676
train/loss,539,1789374086.8664737,5.104792594909668
train/loss,540,1789374087.3664258,4.88633918762207
train/loss,541,1789374087.5941794,4.939830780029297
train/loss,542,1789374087.8133066,4.900310039520264
train/loss,543,1789374088.031603,5.00467586517334
train/loss,544,1789374088.2498794,5.009779930114746
train/loss,545,1789374088.4680612,4.762764930725098
train/loss,546,1789374088.6852512,5.054464340209961
train/loss,547,1789374088.9026163,5.208860874176025
train/loss,548,1789374089.1200266,5.251087665557861
train/loss,549,1789374089.3377955,4.8105058670043945
train/loss,550,1789374089.5581594,4.760485649108887
train/loss,551,1789374089.7780807,4.703790187835693
train/loss,552,1789374089.9994357,4.877117156982422
train/loss,553,1789374090.2197413,5.032729625701904
train/loss,554,1789374090.440083,5.079959869384766
train/loss,555,1789374090.6604068,5.0567803382873535
train/loss,556,1789374090.8825462,5.066224575042725
train/loss,557,1789374091.111587,5.037309646606445
train/loss,558,1789374091.3386176,4.985401153564453
train/loss,559,1789374091.5838919,4.891312599182129
train/loss,560,1789374091.8131845,4.939914703369141
train/loss,561,1789374092.0395339,5.028652667999268
train/loss,562,1789374092.2797983,4.937522888183594
train/loss,563,1789374092.5115469,4.999183654785156
train/loss,564,1789374092.73769,4.989116668701172
train/loss,565,1789374092.9787354,4.857364654541016
train/loss,566,1789374093.2085593,4.9543867111206055
train/loss,567,1789374093.4349034,4.799930572509766
train/loss,568,1789374093.6587796,4.857913970947266
train/loss,569,1789374093.8829699,4.851129531860352
train/loss,570,1789374094.461249,4.915599822998047
train/loss,571,1789374094.6900241,4.80839729309082
train/loss,572,1789374094.9081032,4.986286640167236
train/loss,573,1789374095.1572242,4.931954860687256
train/loss,574,1789374095.4135413,5.0543060302734375
train/loss,575,1789374095.6349692,4.931419849395752
train/loss,576,1789374095.8534074,5.083826541900635
train/loss,577,1789374096.0716398,4.86812686920166
train/loss,578,1789374096.2889087,4.735933303833008
train/loss,579,1789374096.5075674,5.133669853210449
train/loss,580,1789374096.7371123,5.108417987823486
train/loss,581,1789374096.967247,5.06266975402832
train/loss,582,1789374097.1957197,4.947866439819336
train/loss,583,1789374097.419601,5.016010284423828
train/loss,584,1789374097.643299,4.935484886169434
